x_r y_r z_r a_r b_r c_r x_c y_c z_c a_c b_c c_c
0.699789 0.116492 1.41289 1.56114 -0.00240377 -0.00907319 0.699707 0.116088 1.41325 1.56028 -0.00327281 -0.010084
0.699788 0.116459 1.4129 1.56104 -0.00241437 -0.0091333 0.699702 0.116063 1.41327 1.56021 -0.00330536 -0.0101724
0.699784 0.116433 1.41291 1.56096 -0.00240902 -0.00920248 0.699698 0.116038 1.4133 1.56015 -0.003338 -0.0102611
0.699777 0.11641 1.41292 1.56091 -0.00239907 -0.00926831 0.699693 0.116013 1.41332 1.56008 -0.00337072 -0.0103503
0.699772 0.116374 1.41294 1.56082 -0.0024226 -0.00935252 0.699689 0.115988 1.41335 1.56002 -0.00340355 -0.0104398
0.699765 0.116348 1.41296 1.56076 -0.00241767 -0.00943964 0.699684 0.115963 1.41337 1.55995 -0.00343646 -0.0105296
0.699758 0.116322 1.41297 1.56069 -0.00243207 -0.00951068 0.699679 0.115938 1.4134 1.55989 -0.00346946 -0.0106198
0.699756 0.116281 1.41297 1.56061 -0.00244123 -0.00957045 0.699675 0.115913 1.41342 1.55982 -0.00350259 -0.0107104
0.699753 0.116244 1.41299 1.56051 -0.0024463 -0.00962672 0.69967 0.115887 1.41345 1.55975 -0.00353583 -0.0108014
0.699752 0.116199 1.413 1.56043 -0.00248537 -0.0096855 0.699665 0.115862 1.41347 1.55969 -0.00356917 -0.0108927
0.699746 0.116165 1.41303 1.56038 -0.00252751 -0.00975325 0.699661 0.115837 1.4135 1.55962 -0.00360263 -0.0109843
0.699742 0.116139 1.41303 1.56031 -0.00254133 -0.00980634 0.699656 0.115812 1.41352 1.55955 -0.0036362 -0.0110763
0.699741 0.116094 1.41304 1.56021 -0.00258058 -0.00986506 0.699651 0.115787 1.41355 1.55949 -0.00366989 -0.0111687
0.699737 0.116067 1.41307 1.56015 -0.00263345 -0.00993148 0.699646 0.115761 1.41358 1.55942 -0.00370371 -0.0112615
0.699734 0.11602 1.41308 1.56005 -0.00268217 -0.0100048 0.699641 0.115736 1.4136 1.55935 -0.00373765 -0.0113545
0.699728 0.115991 1.41309 1.56001 -0.00271105 -0.0100664 0.699637 0.115711 1.41363 1.55929 -0.00377172 -0.011448
0.699726 0.115946 1.41312 1.55993 -0.00278318 -0.0101444 0.699632 0.115685 1.41365 1.55922 -0.00380591 -0.0115418
0.699719 0.115924 1.41314 1.55988 -0.00282598 -0.0102126 0.699627 0.11566 1.41368 1.55915 -0.00384025 -0.0116359
0.699718 0.115881 1.41316 1.55977 -0.00287451 -0.0102855 0.699622 0.115635 1.41371 1.55908 -0.00387471 -0.0117304
0.699713 0.115851 1.41318 1.55971 -0.00289868 -0.0103534 0.699617 0.115609 1.41373 1.55902 -0.00390931 -0.0118252
0.699709 0.115809 1.4132 1.55961 -0.00294197 -0.0104506 0.699612 0.115584 1.41376 1.55895 -0.00394406 -0.0119204
0.699705 0.115769 1.41322 1.55955 -0.0029709 -0.0105122 0.699607 0.115558 1.41379 1.55888 -0.00397893 -0.0120159
0.699701 0.115737 1.41324 1.55947 -0.00302881 -0.0105998 0.699602 0.115532 1.41381 1.55881 -0.00401397 -0.0121118
0.699699 0.115692 1.41327 1.55936 -0.0030927 -0.0106812 0.699597 0.115507 1.41384 1.55874 -0.00404912 -0.012208
0.699692 0.115669 1.41329 1.55932 -0.00313522 -0.0107493 0.699592 0.115481 1.41387 1.55867 -0.00408443 -0.0123045
0.699692 0.115627 1.41331 1.55921 -0.00318388 -0.0108223 0.699586 0.115455 1.41389 1.55861 -0.00411989 -0.0124014
0.699682 0.115599 1.41334 1.55915 -0.00324085 -0.0109272 0.699581 0.115429 1.41392 1.55854 -0.00415549 -0.0124986
0.69968 0.115573 1.41336 1.55909 -0.00326502 -0.0109951 0.699576 0.115404 1.41395 1.55847 -0.00419122 -0.0125961
0.699671 0.115543 1.41339 1.55902 -0.00331746 -0.0111065 0.699571 0.115378 1.41397 1.5584 -0.00422713 -0.012694
0.699669 0.115512 1.41341 1.55892 -0.00336613 -0.0111794 0.699566 0.115352 1.414 1.55833 -0.00426317 -0.0127922
0.699658 0.115486 1.41344 1.55888 -0.0034141 -0.0112877 0.69956 0.115326 1.41403 1.55826 -0.00429935 -0.0128907
0.69965 0.115468 1.41347 1.55881 -0.0034576 -0.0113848 0.699555 0.1153 1.41406 1.55819 -0.00433571 -0.0129895
0.699643 0.115455 1.41351 1.55876 -0.00350387 -0.0114908 0.69955 0.115274 1.41408 1.55812 -0.0043722 -0.0130887
0.699641 0.115424 1.41353 1.55868 -0.00355231 -0.0115637 0.699544 0.115247 1.41411 1.55806 -0.00440884 -0.0131882
0.699629 0.115415 1.41357 1.55866 -0.00360369 -0.0116925 0.699539 0.115221 1.41414 1.55799 -0.00444563 -0.013288
0.699623 0.115389 1.4136 1.55859 -0.00365586 -0.0118036 0.699534 0.115195 1.41417 1.55792 -0.00448259 -0.0133882
0.699611 0.115374 1.41363 1.55855 -0.00371289 -0.0119085 0.699528 0.115169 1.4142 1.55785 -0.00451969 -0.0134886
0.699602 0.115363 1.41366 1.55851 -0.00376958 -0.0120119 0.699523 0.115142 1.41422 1.55778 -0.00455695 -0.0135894
0.699595 0.115334 1.4137 1.55844 -0.00384599 -0.0121283 0.699517 0.115116 1.41425 1.55771 -0.00459436 -0.0136905
0.699584 0.115319 1.41371 1.55839 -0.00387857 -0.0122103 0.699512 0.11509 1.41428 1.55764 -0.00463192 -0.0137918
0.699581 0.115288 1.41373 1.55832 -0.00392713 -0.0122832 0.699506 0.115063 1.41431 1.55757 -0.00466964 -0.0138935
0.699574 0.115263 1.41376 1.55824 -0.00397491 -0.0123734 0.699501 0.115037 1.41434 1.5575 -0.0047075 -0.0139956
0.699568 0.115232 1.41378 1.55817 -0.00403259 -0.0124606 0.699495 0.11501 1.41437 1.55743 -0.00474552 -0.0140979
0.699563 0.115194 1.4138 1.55809 -0.00405573 -0.012528 0.69949 0.114983 1.4144 1.55736 -0.00478369 -0.0142005
0.699558 0.115171 1.41382 1.55802 -0.00410324 -0.0126169 0.699484 0.114957 1.41443 1.55729 -0.00482202 -0.0143034
0.699553 0.11514 1.41385 1.55795 -0.00416107 -0.0127043 0.699478 0.11493 1.41445 1.55722 -0.00486049 -0.0144066
0.699548 0.115108 1.41387 1.55789 -0.00417851 -0.0127956 0.699473 0.114903 1.41448 1.55715 -0.00489912 -0.0145101
0.699538 0.115088 1.4139 1.55783 -0.00424577 -0.0128975 0.699467 0.114876 1.41451 1.55708 -0.00493792 -0.014614
0.699532 0.115065 1.41392 1.55778 -0.00427809 -0.0129792 0.699461 0.11485 1.41454 1.557 -0.00497685 -0.0147181
0.699524 0.11503 1.41394 1.55768 -0.00433641 -0.0130668 0.699456 0.114823 1.41457 1.55693 -0.00501593 -0.0148225
0.699518 0.114999 1.41396 1.55761 -0.00439417 -0.013154 0.69945 0.114796 1.4146 1.55686 -0.00505518 -0.0149272
0.699512 0.114977 1.41399 1.55757 -0.00442599 -0.0132355 0.699444 0.114769 1.41463 1.55679 -0.00509458 -0.0150321
0.699504 0.114958 1.41401 1.5575 -0.00448399 -0.0133227 0.699438 0.114742 1.41466 1.55672 -0.00513412 -0.0151374
0.699503 0.114937 1.41404 1.55743 -0.00451157 -0.0134107 0.699433 0.114715 1.41469 1.55665 -0.00517381 -0.015243
0.699493 0.114913 1.41408 1.5574 -0.00457733 -0.0135297 0.699427 0.114688 1.41472 1.55658 -0.00521366 -0.0153488
0.699485 0.114886 1.41412 1.55733 -0.00463919 -0.0136554 0.699421 0.114661 1.41475 1.55651 -0.00525366 -0.0154549
0.699481 0.114858 1.41416 1.55726 -0.00470616 -0.013757 0.699415 0.114633 1.41478 1.55644 -0.00529381 -0.0155613
0.699474 0.114847 1.4142 1.55721 -0.00476776 -0.0138826 0.699409 0.114606 1.41481 1.55637 -0.00533411 -0.015668
0.699471 0.114827 1.41424 1.55715 -0.00481405 -0.0139996 0.699403 0.114579 1.41484 1.55629 -0.00537455 -0.0157749
0.699467 0.114804 1.41428 1.55707 -0.00487589 -0.014125 0.699397 0.114552 1.41487 1.55622 -0.00541513 -0.0158821
0.699461 0.114789 1.41432 1.55703 -0.00491172 -0.0142449 0.699391 0.114524 1.4149 1.55615 -0.00545589 -0.0159896
0.699459 0.114767 1.41437 1.55697 -0.0049971 -0.0143752 0.699385 0.114497 1.41493 1.55608 -0.00549678 -0.0160974
0.699459 0.11475 1.41443 1.55691 -0.00506789 -0.0145151 0.699379 0.11447 1.41496 1.55601 -0.00553781 -0.0162054
